participant_id,dark_period_ts,lights_on_ts,trial,condition,melanopic_edi,photopic_lux
330,2025-05-27T08:04:54Z,2025-05-27T08:26:02Z,10,2,912,1074
330,2025-05-27T08:04:54Z,2025-05-27T08:27:13Z,11,2,912,1074
330,2025-05-27T08:04:54Z,2025-05-27T08:28:26Z,12,5,8408,9822
330,2025-05-27T08:04:54Z,2025-05-27T08:29:39Z,13,5,8408,9822
330,2025-05-27T08:04:54Z,2025-05-27T08:30:53Z,14,0,0,0
330,2025-05-27T08:04:54Z,2025-05-27T08:32:06Z,15,5,8408,9822
330,2025-05-27T08:04:54Z,2025-05-27T08:33:18Z,16,4,3906,4532
330,2025-05-27T08:04:54Z,2025-05-27T08:34:31Z,17,2,912,1074
330,2025-05-27T08:04:54Z,2025-05-27T08:35:44Z,18,4,3906,4532
330,2025-05-27T08:04:54Z,2025-05-27T08:36:58Z,19,4,3906,4532
330,2025-05-27T08:04:54Z,2025-05-27T08:38:10Z,20,0,0,0
330,2025-05-27T08:04:54Z,2025-05-27T08:39:21Z,21,0,0,0
330,2025-05-27T08:04:54Z,2025-05-27T08:40:33Z,22,4,3906,4532
330,2025-05-27T08:04:54Z,2025-05-27T08:41:46Z,23,1,392,486
330,2025-05-27T08:04:54Z,2025-05-27T08:42:57Z,24,3,1967,2420
330,2025-05-27T08:04:54Z,2025-05-27T08:44:08Z,25,0,0,0
330,2025-05-27T08:04:54Z,2025-05-27T08:45:20Z,26,3,1967,2420
330,2025-05-27T08:04:54Z,2025-05-27T08:46:34Z,27,3,1967,2420
330,2025-05-27T08:04:54Z,2025-05-27T08:47:46Z,28,1,392,486
330,2025-05-27T08:04:54Z,2025-05-27T08:49:00Z,29,0,0,0
330,2025-05-27T08:04:54Z,2025-05-27T08:50:14Z,30,1,392,486
330,2025-05-27T08:04:54Z,2025-05-27T08:51:26Z,31,5,8408,9822
330,2025-05-27T08:04:54Z,2025-05-27T08:52:39Z,32,1,392,486
330,2025-05-27T08:04:54Z,2025-05-27T08:53:51Z,33,1,392,486
330,2025-05-27T08:04:54Z,2025-05-27T08:55:04Z,34,2,912,1074
330,2025-05-27T08:04:54Z,2025-05-27T08:56:17Z,35,1,392,486
330,2025-05-27T08:04:54Z,2025-05-27T08:57:31Z,36,4,3906,4532
332,2025-07-11T09:23:47Z,2025-07-11T09:34:15Z,1,5,8408,9822
332,2025-07-11T09:23:47Z,2025-07-11T09:35:36Z,2,3,1967,2420
332,2025-07-11T09:23:47Z,2025-07-11T09:36:49Z,3,1,392,486
332,2025-07-11T09:23:47Z,2025-07-11T09:38:02Z,4,2,912,1074
332,2025-07-11T09:23:47Z,2025-07-11T09:39:15Z,5,0,0,0
332,2025-07-11T09:23:47Z,2025-07-11T09:40:26Z,6,5,8408,9822
332,2025-07-11T09:23:47Z,2025-07-11T09:41:40Z,7,5,8408,9822
332,2025-07-11T09:23:47Z,2025-07-11T09:42:53Z,8,2,912,1074
332,2025-07-11T09:23:47Z,2025-07-11T09:44:06Z,9,2,912,1074
332,2025-07-11T09:23:47Z,2025-07-11T09:45:19Z,10,4,3906,4532
332,2025-07-11T09:23:47Z,2025-07-11T09:46:31Z,11,3,1967,2420
332,2025-07-11T09:23:47Z,2025-07-11T09:47:44Z,12,5,8408,9822
332,2025-07-11T09:23:47Z,2025-07-11T09:48:57Z,13,4,3906,4532
332,2025-07-11T09:23:47Z,2025-07-11T09:50:09Z,14,0,0,0
332,2025-07-11T09:23:47Z,2025-07-11T09:51:20Z,15,4,3906,4532
332,2025-07-11T09:23:47Z,2025-07-11T09:52:32Z,16,2,912,1074
332,2025-07-11T09:23:47Z,2025-07-11T09:53:46Z,17,1,392,486
332,2025-07-11T09:23:47Z,2025-07-11T09:55:00Z,18,4,3906,4532
332,2025-07-11T09:23:47Z,2025-07-11T09:56:13Z,19,4,3906,4532
332,2025-07-11T09:23:47Z,2025-07-11T09:57:25Z,20,1,392,486
332,2025-07-11T09:23:47Z,2025-07-11T09:58:36Z,21,3,1967,2420
332,2025-07-11T09:23:47Z,2025-07-11T09:59:47Z,22,2,912,1074
332,2025-07-11T09:23:47Z,2025-07-11T10:00:59Z,23,3,1967,2420
332,2025-07-11T09:23:47Z,2025-07-11T10:02:11Z,24,0,0,0
332,2025-07-11T09:23:47Z,2025-07-11T10:03:23Z,25,0,0,0
332,2025-07-11T09:23:47Z,2025-07-11T10:04:36Z,26,2,912,1074
332,2025-07-11T09:23:47Z,2025-07-11T10:05:47Z,27,5,8408,9822
332,2025-07-11T09:23:47Z,2025-07-11T10:06:59Z,28,0,0,0
332,2025-07-11T09:23:47Z,2025-07-11T10:08:10Z,29,1,392,486
332,2025-07-11T09:23:47Z,2025-07-11T10:09:22Z,30,5,8408,9822
332,2025-07-11T09:23:47Z,2025-07-11T10:10:36Z,31,1,392,486
332,2025-07-11T09:23:47Z,2025-07-11T10:11:50Z,32,1,392,486
332,2025-07-11T09:23:47Z,2025-07-11T10:13:03Z,33,0,0,0
332,2025-07-11T09:23:47Z,2025-07-11T10:14:15Z,34,3,1967,2420
332,2025-07-11T09:23:47Z,2025-07-11T10:15:29Z,35,3,1967,2420
332,2025-07-11T09:23:47Z,2025-07-11T10:16:43Z,36,4,3906,4532
